Client ID,Name,Age,State,City,Location ID,Joined Bank,Banking Contact,Nationality,Occupation,Fee Structure,Loyalty Classification,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting,BRId,GenderId,IAId
IND16581,Neha Das,40,Maharashtra,Nagpur,77904,18-06-2006,Asha Gupta,Indian,Data Analyst,Low,Platinum,1031653.47,293402.21,3,33747.27,4172474.04,7924270.74,1384984.39,3051305.25,154856.96,2013140.95,5,2,1,2,3
IND16582,Amit Gupta,40,West Bengal,Howrah,61290,29-01-2016,Kunal Iyer,Indian,Bank Officer,Mid,Silver,554040.92,174130.49,3,30306.53,1531962.83,1403177.11,1634457.78,2776926.16,375574.35,257808.51,5,3,2,1,5
IND16583,Anjali Gupta,25,Telangana,Warangal,99948,16-10-2008,Rohit Patel,Indian,Support Engineer,Mid,Platinum,793689.39,73844.07,3,117272.29,1614548.02,4723316.96,537525.99,427723.51,384171.39,,3,4,4,2,3
IND16584,Kunal Gupta,45,Gujarat,Ahmedabad,87626,22-01-2016,Asha Singh,Indian,Network Engineer,High,Gold,718983.76,35219.34,3,38193.02,3945861.66,774485.56,133790.87,1554090.28,443572.01,611735.28,3,5,2,1,3
IND16585,Kavita Verma,22,Maharashtra,Mumbai,95761,02-02-2012,Ramesh Singh,Indian,Network Engineer,High,Jade,,212361.87,3,89549.89,1669555.3,913237.29,1972788.4,1627856.54,472423.36,3247639.96,0,1,1,2,4
IND16586,Ramesh Mehta,22,Telangana,Hyderabad,25259,10-10-2014,Anjali Kumar,Indian,System Administrator,Low,Silver,1104018.37,237745.16,0,17638.83,4767065.33,3716392.99,1452635.54,3678146.46,425489.07,5412859.55,4,2,1,1,3
IND16587,Sneha Mehta,50,Gujarat,Ahmedabad,50729,13-03-2005,Rahul Mehta,Indian,Data Analyst,Mid,Jade,824536.48,122293.2,3,6461.1,2972770.86,636977.23,1332044.66,70427.36,491731.11,2155347.02,4,3,1,2,5
IND16588,Amit Das,40,Delhi,New Delhi,89855,01-09-2017,Rahul Gupta,Indian,Accountant,Low,Jade,,177948.43,3,131184.88,1825544.83,5595566.22,1051846.98,673573.38,260216.49,2965436.25,1,4,3,1,4
IND16589,Ritu Gupta,22,Karnataka,Mangaluru,42831,01-03-2008,Arjun Gupta,Indian,Support Engineer,Mid,Gold,1157531.77,209577.71,1,114529.67,2382130.68,7814361.92,1231620.31,2907971.32,58650.1,2036311.37,0,5,4,2,3
IND16590,Kunal Sharma,35,Gujarat,Surat,50123,01-03-2011,Ramesh Kumar,Indian,,Low,Gold,284219.73,101221.87,2,102213.45,3212895.71,2700628.4,2762903.51,84963.07,46160.19,1195598.04,4,1,4,1,4
IND16591,Kavita Kumar,45,West Bengal,Howrah,69553,11-05-2012,Ramesh Kumar,Indian,Data Analyst,Mid,Platinum,907269.34,167271.59,4,35596.7,2820786.14,6094798.48,1614780.01,1437764.75,109071.05,5658970.74,0,2,4,2,3
IND16592,Amit Patel,30,Tamil Nadu,Madurai,48753,05-06-2024,Suresh Sharma,Indian,System Administrator,High,Gold,,61068.94,3,126704.76,4699549.39,1642779.5,1055775.35,996642.65,132319.51,3458504.84,5,3,4,1,5
IND16593,Neha Mehta,30,Gujarat,Surat,3740,21-09-2010,Kavita Verma,Indian,System Administrator,Low,Silver,254225.2,271243.51,0,86054.65,3385018.04,417007.62,1236246.9,2214907.46,101865.74,3818080.96,0,4,4,2,5
IND16594,Ankit Kumar,22,Telangana,Hyderabad,3159,05-08-2020,Priya Patel,Indian,Accountant,High,Silver,728294.74,291082.61,4,29212.43,1130552.84,50926.51,1758394.22,3273794.3,159222.26,787487.29,0,5,5,1,2
IND16595,Ritu Das,30,Telangana,Hyderabad,94363,11-04-2015,Vikas Patel,Indian,,Mid,Platinum,912480.22,49268.24,0,79071.26,2581529.93,2662452.23,2863584.69,2093823.12,134135.73,5367850.24,0,1,5,2,2
IND16596,Kunal Patel,25,Tamil Nadu,Chennai,27897,29-04-2005,Amit Mehta,Indian,Data Analyst,Low,Gold,1087556.89,223194.39,4,139495.07,2768440.59,5177435.22,2471782.85,2286592.44,385004.77,5556738.16,4,2,5,1,3
IND16597,Sneha Das,30,West Bengal,Kolkata,94735,01-04-2015,Ramesh Iyer,Indian,Data Analyst,High,Gold,551277.78,10885.82,0,108376.66,3085915.49,6487910.05,2613144.03,2110205.17,129122.07,4932281.49,1,3,3,2,3
IND16598,Rahul Gupta,50,West Bengal,Howrah,96355,02-09-2005,Ritu Das,Indian,Business Analyst,High,Platinum,366118.29,254076.87,0,63034.25,1654846.67,5723925.66,1990137.63,3273759.84,288962.1,403600.85,0,4,5,1,3
IND16599,Asha Reddy,40,Delhi,New Delhi,74202,06-10-2013,Rohit Singh,Indian,,Low,Silver,326300.59,236695.41,3,18948.32,3740426.91,4548492.58,680049.98,618300.81,281260.09,5699056.87,4,5,5,2,2
IND16600,Amit Verma,45,Karnataka,Bengaluru,78143,29-05-2019,Sneha Sharma,Indian,Bank Officer,Low,Jade,1086919.18,83797.43,1,103528.74,3076686.82,3044417.23,2047054.31,3735120.12,44710.41,639257.0,1,1,4,1,3
IND16601,Neha Sharma,50,Maharashtra,Nagpur,2064,13-02-2008,Ritu Gupta,Indian,Bank Officer,Mid,Silver,1098629.74,207355.19,4,139114.7,521928.52,6580036.79,2632649.12,707369.09,68566.22,4738370.22,0,2,3,2,1
IND16602,Rahul Verma,45,Karnataka,Mangaluru,6734,24-05-2023,Arjun Iyer,Indian,Network Engineer,Low,Gold,,203277.23,4,40786.31,991907.72,849148.0,1155724.88,1164353.0,398986.65,4785554.6,0,3,4,1,3
IND16603,Kavita Iyer,25,Karnataka,Bengaluru,58468,16-09-2016,Nisha Kumar,Indian,,Low,Platinum,1101099.23,248311.71,3,99613.91,1429864.14,5541615.32,641840.28,1819904.33,808.17,5267264.61,1,4,4,2,2
IND16604,Rohit Mehta,25,Tamil Nadu,Coimbatore,62138,20-05-2009,Priya Sharma,Indian,System Administrator,High,Platinum,798948.03,229502.72,2,16603.16,2775611.91,1467146.08,392835.52,702961.09,113714.87,175303.08,0,5,2,1,5
IND16605,Ritu Gupta,50,Maharashtra,Mumbai,24170,24-03-2007,Amit Sharma,Indian,Software Engineer,Low,Platinum,,164899.44,2,103883.44,2334696.95,5962261.28,1119785.19,1512790.8,224241.48,3485657.53,1,1,1,2,3
IND16606,Suresh Patel,30,Maharashtra,Mumbai,25124,13-02-2017,Amit Iyer,Indian,Business Analyst,Mid,Platinum,471523.92,76484.88,2,57280.18,193487.23,1681554.21,973264.39,896646.09,124064.13,2761817.17,1,2,1,1,3
IND16607,Pooja Das,35,Gujarat,Vadodara,35443,02-08-2016,Kavita Kumar,Indian,Support Engineer,Mid,Platinum,780743.51,274453.04,2,61759.18,3556470.88,6487556.49,1349226.8,2302319.86,301654.7,2905161.71,0,3,1,2,5
IND16608,Amit Singh,40,Telangana,Warangal,70382,27-12-2022,Vikas Sharma,Indian,Network Engineer,Mid,Jade,766434.49,21680.64,0,11264.46,926893.95,4493931.41,373353.24,780033.68,322528.85,3848544.49,3,4,2,1,5
IND16609,Neha Das,45,Karnataka,Mangaluru,22630,14-09-2020,Arjun Sharma,Indian,Software Engineer,High,Silver,485610.34,288556.87,0,129406.21,2805281.34,4869678.52,1360193.64,3001834.2,56980.37,830037.85,5,5,2,2,5
IND16610,Arjun Das,30,Maharashtra,Nagpur,61032,16-02-2008,Ankit Patel,Indian,System Administrator,High,Gold,892690.56,81475.65,1,58971.77,1790615.55,3459045.08,2065982.49,3396313.58,111476.34,4348688.42,4,1,4,1,3
IND16611,Anjali Patel,50,Delhi,New Delhi,54210,17-10-2023,Pooja Verma,Indian,Bank Officer,Low,Silver,389697.68,254635.94,0,82760.5,3449206.49,6066073.43,780005.62,1630031.75,313599.7,1828416.6,1,2,1,2,4
IND16612,Ankit Gupta,35,Tamil Nadu,Madurai,67314,29-04-2020,Priya Sharma,Indian,Support Engineer,Low,Silver,706474.1,54720.34,0,,4098806.03,5909699.13,92397.87,1684976.24,207650.25,3221044.35,5,3,5,1,2
IND16613,Sneha Gupta,40,Tamil Nadu,Chennai,49681,15-08-2022,Ramesh Patel,Indian,Business Analyst,High,Gold,474240.96,215161.98,1,81324.13,3957470.87,421939.26,1223182.78,3611310.66,436897.48,1258498.45,3,4,5,2,1
IND16614,Amit Singh,40,Delhi,New Delhi,34663,28-10-2009,Kunal Iyer,Indian,Support Engineer,Low,Silver,437423.19,118123.58,4,116909.31,3210122.82,3744136.43,2860017.01,2091729.04,379844.34,4290461.38,4,5,2,1,2
IND16615,Priya Verma,25,Telangana,Hyderabad,10884,02-08-2013,Kunal Singh,Indian,System Administrator,High,Gold,756911.12,41894.81,2,,4626056.28,3466946.73,1692309.45,2662945.07,109431.84,5218098.02,1,1,5,2,2
IND16616,Amit Reddy,30,Karnataka,Mangaluru,90115,12-09-2006,Rohit Das,Indian,Accountant,Mid,Platinum,923956.97,187598.92,4,78845.57,3140999.94,2624670.76,91943.02,3168312.41,364536.86,564840.33,4,2,2,1,1
IND16617,Anjali Verma,50,Delhi,New Delhi,45105,19-11-2006,Sneha Reddy,Indian,Support Engineer,High,Silver,927018.87,93428.37,1,47250.27,4145536.44,1895563.86,2712325.98,3563454.86,146993.8,5240508.39,3,3,4,2,4
IND16618,Amit Iyer,25,Maharashtra,Mumbai,93667,27-01-2022,Priya Kumar,Indian,Bank Officer,Low,Silver,469712.31,135813.1,0,130236.47,891635.16,3052536.21,532729.76,1512489.94,489751.46,2201574.6,4,4,3,1,3
IND16619,Sneha Mehta,30,Telangana,Hyderabad,13654,19-03-2010,Amit Iyer,Indian,Support Engineer,High,Gold,577741.39,222876.76,0,122312.71,3556580.28,3124971.99,1553087.69,1066777.22,371930.3,5377105.68,3,5,4,2,5
IND16620,Rahul Sharma,35,West Bengal,Howrah,11982,30-10-2006,Sneha Verma,Indian,IT Consultant,Low,Jade,286163.31,63352.87,4,125589.39,1672637.52,6006735.6,2687437.3,2847921.18,138086.28,5448257.36,5,1,2,1,1
IND16621,Sneha Patel,50,Tamil Nadu,Chennai,77786,04-06-2013,Rohit Sharma,Indian,,Mid,Gold,832751.21,144741.0,0,147311.78,325847.1,1735012.85,2633416.54,743458.45,492556.93,5058118.79,5,2,5,2,2
IND16622,Suresh Singh,22,Gujarat,Ahmedabad,57779,01-08-2005,Suresh Gupta,Indian,Software Engineer,High,Silver,375468.79,103797.11,4,,4676031.38,1788403.72,1879000.02,618006.79,275019.78,621512.95,3,3,3,1,1
IND16623,Anjali Gupta,35,Maharashtra,Mumbai,30643,26-07-2007,Kavita Patel,Indian,IT Consultant,Mid,Platinum,394502.28,188918.01,4,36464.01,581732.37,441988.64,874390.0,395621.42,159202.62,3518399.16,4,4,1,2,3
IND16624,Ramesh Singh,40,Telangana,Warangal,27344,04-12-2016,Anjali Patel,Indian,Business Analyst,Low,Jade,1049297.52,256172.81,1,65473.51,4549877.82,6517449.59,482757.26,2250648.52,378048.79,177631.4,2,5,2,1,1
IND16625,Nisha Verma,30,Telangana,Hyderabad,39888,08-08-2021,Anjali Singh,Indian,Business Analyst,High,Silver,506391.37,18919.75,2,78502.64,505862.58,5710978.24,2690588.44,790672.97,2374.86,1168369.1,3,1,4,2,5
IND16626,Rohit Reddy,50,Tamil Nadu,Madurai,38777,02-03-2018,Anjali Sharma,Indian,Business Analyst,High,Platinum,1175589.1,158751.36,4,74507.27,2817737.53,3789288.71,570619.19,599846.35,291392.56,3681170.17,5,2,4,1,5
IND16627,Priya Gupta,22,Karnataka,Bengaluru,26871,06-07-2022,Anjali Verma,Indian,Bank Officer,Low,Jade,739739.59,266650.47,4,59015.18,3663185.11,6334195.73,2189131.85,3838594.04,470454.2,3131985.76,4,3,4,2,5
IND16628,Arjun Gupta,45,Karnataka,Mangaluru,4110,10-10-2011,Kunal Gupta,Indian,IT Consultant,High,Jade,382991.12,281390.79,4,32099.57,1974149.62,5699897.37,2114211.36,1844723.52,116141.01,5017974.01,4,4,2,1,3
IND16629,Asha Das,50,Maharashtra,Mumbai,44197,15-03-2021,Nisha Iyer,Indian,System Administrator,Low,Gold,1177828.1,131810.19,2,12308.0,4242993.58,5674934.17,893958.82,2045126.1,342600.54,,5,5,5,2,5
IND16630,Vikas Verma,50,Maharashtra,Pune,16975,10-09-2007,Anjali Sharma,Indian,,Mid,Silver,353835.17,155684.77,2,9615.05,2111864.9,682312.96,887126.46,3163143.63,24440.98,450901.01,2,1,2,1,5
IND16631,Neha Verma,25,Delhi,New Delhi,26361,27-07-2005,Amit Verma,Indian,System Administrator,High,Gold,806835.83,199501.71,1,143730.77,2715586.29,345899.01,2930432.84,1867915.43,108011.08,3385983.34,4,2,2,2,4
IND16632,Suresh Iyer,35,Gujarat,Ahmedabad,51549,08-08-2012,Neha Gupta,Indian,System Administrator,Mid,Gold,832816.83,58240.13,2,85814.58,246246.73,4701518.56,2956290.41,3284645.56,171028.83,2469796.37,3,3,4,1,3
IND16633,Pooja Gupta,40,Maharashtra,Nagpur,19486,17-10-2008,Pooja Das,Indian,Data Analyst,Mid,Silver,817052.02,223765.76,3,17953.17,269695.83,4034972.96,2182600.95,2869983.0,221993.03,5190736.0,4,4,2,2,3
IND16634,Kunal Iyer,40,Tamil Nadu,Madurai,8578,25-03-2019,Nisha Singh,Indian,System Administrator,Low,Platinum,410657.18,279775.45,1,58964.42,2934888.72,5507833.22,977847.69,3834652.14,29207.3,3963275.11,3,5,1,1,5
IND16635,Nisha Kumar,22,Tamil Nadu,Madurai,16866,29-03-2020,Ramesh Iyer,Indian,System Administrator,Low,Gold,800565.52,223444.57,4,,3988864.38,7839589.87,850945.39,2450479.23,78346.51,1580054.35,4,1,5,2,4
IND16636,Rohit Gupta,25,Delhi,New Delhi,51735,12-09-2006,Nisha Das,Indian,Business Analyst,Mid,Gold,348063.65,64484.44,2,42291.81,4995571.52,823394.59,2418242.25,1049921.15,30383.49,1684598.92,3,2,2,1,2
IND16637,Sneha Verma,40,Karnataka,Mangaluru,87116,17-10-2016,Sneha Kumar,Indian,Business Analyst,Mid,Gold,844267.8,45631.2,1,93692.25,1142563.09,3675496.59,625441.63,189145.42,253827.31,1276308.6,0,3,5,2,1
IND16638,Arjun Singh,25,Gujarat,Vadodara,36774,24-06-2012,Arjun Mehta,Indian,Accountant,High,Gold,823350.97,186359.68,2,4546.8,2100437.43,6217403.54,2207728.11,2170955.1,317594.82,4185688.66,5,4,1,1,1
IND16639,Nisha Das,40,Telangana,Hyderabad,58859,31-05-2012,Pooja Mehta,Indian,Software Engineer,High,Jade,1020816.25,167577.3,2,99962.87,3740126.0,451200.34,1865706.46,153164.72,272481.83,3499877.52,0,5,2,2,5
IND16640,Amit Kumar,50,Karnataka,Mangaluru,64800,26-07-2016,Amit Mehta,Indian,System Administrator,Low,Gold,328701.86,103450.14,1,,3005955.97,7263403.85,531946.89,3590280.54,270613.07,3950495.64,2,1,3,1,4
IND16641,Kavita Das,30,Delhi,New Delhi,44768,26-03-2013,Nisha Iyer,Indian,Accountant,Low,Jade,589814.29,261014.06,0,8923.11,4420255.13,3368023.1,1079156.92,3918554.67,346682.36,3363445.86,3,2,3,2,2
IND16642,Rahul Sharma,45,Delhi,New Delhi,44479,11-01-2023,Rohit Gupta,Indian,Accountant,Low,Silver,1004843.78,138074.21,0,1636.87,921740.36,1125492.89,2618020.86,289442.9,285444.31,1074114.39,1,3,5,1,2
IND16643,Neha Sharma,25,West Bengal,Howrah,2660,06-06-2006,Rohit Iyer,Indian,Network Engineer,High,Silver,600322.11,39150.69,0,62370.13,1736860.61,6737329.16,512163.0,2113446.18,403431.71,1614448.71,4,4,5,2,5
IND16644,Suresh Singh,45,Karnataka,Bengaluru,74159,16-04-2016,Asha Singh,Indian,System Administrator,Low,Platinum,970456.98,224673.94,4,46953.38,3298683.26,6084912.42,1246696.9,781842.58,35785.86,4909761.38,2,5,3,1,5
IND16645,Sneha Verma,35,Maharashtra,Nagpur,38101,05-01-2009,Kunal Mehta,Indian,Data Analyst,Mid,Jade,1013322.41,290475.7,3,16127.52,4008966.45,962341.58,2793191.29,1412302.18,482340.73,602419.46,5,1,1,2,2
IND16646,Kunal Mehta,50,Telangana,Hyderabad,47165,26-07-2024,Ramesh Iyer,Indian,Business Analyst,Mid,Gold,562432.21,247922.43,2,,2524672.91,6672389.92,343884.3,2590223.49,336418.46,,5,2,4,1,2
IND16647,Nisha Gupta,22,Tamil Nadu,Chennai,61260,07-11-2014,Rohit Patel,Indian,Business Analyst,Mid,Platinum,489244.76,166544.49,2,42715.17,341360.19,3293668.79,832644.77,554654.41,316920.38,395009.09,5,3,5,2,4
IND16648,Kunal Singh,50,Gujarat,Ahmedabad,22885,21-11-2014,Arjun Iyer,Indian,Business Analyst,Low,Silver,904891.21,176533.82,0,20015.37,4678890.23,739982.11,1367341.58,2634463.41,311266.34,1712516.99,3,4,3,1,5
IND16649,Pooja Kumar,35,Delhi,New Delhi,8375,02-10-2012,Nisha Gupta,Indian,Software Engineer,Low,Silver,785884.6,104841.64,1,67237.12,3658695.54,1151705.93,1337970.15,222167.72,185229.19,2235987.97,0,5,1,2,3
IND16650,Suresh Verma,30,Karnataka,Mysuru,21188,24-06-2015,Kavita Singh,Indian,Accountant,Low,Jade,969827.69,41513.72,0,102299.87,4938455.66,1998386.54,468482.4,3009176.76,360499.11,3078629.51,1,1,4,1,4
IND16651,Sneha Kumar,40,Delhi,New Delhi,1043,29-01-2023,Kunal Gupta,Indian,Bank Officer,High,Gold,806504.9,118694.57,0,6052.78,1173491.79,552703.11,2671099.33,2064970.28,452192.9,3970416.93,4,2,1,2,1
IND16652,Ankit Iyer,40,Karnataka,Mysuru,98351,30-07-2012,Kunal Reddy,Indian,System Administrator,High,Jade,535756.94,101699.18,1,50668.04,1920955.39,331061.14,430404.84,443712.58,440654.97,609309.56,5,3,3,1,1
IND16653,Anjali Kumar,40,Gujarat,Ahmedabad,42297,20-02-2022,Pooja Sharma,Indian,Network Engineer,High,Gold,968265.66,271355.96,3,49743.51,4969645.34,1652157.6,104956.11,147772.68,8755.13,5340111.73,2,4,1,2,2
IND16654,Rohit Iyer,45,Telangana,Warangal,73978,23-11-2010,Priya Mehta,Indian,Software Engineer,Mid,Silver,436300.88,101228.82,3,8439.92,2357132.17,5825027.81,2160720.15,2442832.86,31071.43,3316983.49,3,5,5,1,5
IND16655,Sneha Iyer,25,Gujarat,Vadodara,48193,03-03-2005,Anjali Verma,Indian,Data Analyst,Mid,Silver,500689.39,240146.04,4,18265.71,290852.28,5237534.8,473102.25,2769012.63,75669.64,1820326.65,4,1,4,2,3
IND16656,Rahul Patel,25,Tamil Nadu,Coimbatore,79569,25-01-2011,Pooja Gupta,Indian,Business Analyst,Low,Silver,315086.88,11410.43,2,126805.79,2285914.76,6231898.49,1332154.55,1542803.88,147288.53,907260.59,5,2,3,1,4
IND16657,Ritu Gupta,45,Gujarat,Surat,19214,08-11-2006,Pooja Gupta,Indian,Business Analyst,Low,Silver,806026.92,152149.22,4,67398.18,4573374.39,7802999.75,2594836.87,3868230.37,42504.55,5873703.04,2,3,5,2,4
IND16658,Amit Das,25,Tamil Nadu,Chennai,38501,01-09-2010,Sneha Kumar,Indian,Accountant,High,Platinum,1118070.79,14459.17,0,77645.83,2862054.67,1259506.58,2040158.24,2270351.92,282997.59,603859.59,5,4,5,1,2
IND16659,Asha Singh,45,Tamil Nadu,Chennai,89312,26-06-2020,Kunal Verma,Indian,Business Analyst,Mid,Gold,1036261.32,215184.36,0,29743.36,3048236.66,791652.85,732812.58,3064683.28,417414.87,4252390.41,4,5,1,2,4
IND16660,Amit Verma,45,West Bengal,Howrah,7977,11-09-2016,Arjun Verma,Indian,Support Engineer,Low,Jade,1152152.43,256199.09,1,40423.78,4939123.49,4537805.86,597458.08,2820368.94,211256.18,835195.66,1,1,4,1,2
IND16661,Ritu Iyer,40,Maharashtra,Pune,78793,15-10-2022,Anjali Das,Indian,IT Consultant,Low,Gold,,165889.26,1,41780.06,391672.98,2408245.48,49587.74,2286399.2,286735.15,2448043.24,0,2,2,2,5
IND16662,Kunal Verma,40,Gujarat,Surat,28214,06-10-2023,Priya Das,Indian,Accountant,Mid,Jade,741751.43,299755.78,0,91406.95,3134821.42,7152405.77,1952040.99,2663168.88,325057.47,2952237.07,0,3,3,1,1
IND16663,Nisha Singh,30,Telangana,Warangal,20438,19-07-2023,Ankit Patel,Indian,Business Analyst,Low,Platinum,358060.39,234292.08,2,7322.29,2444375.1,6330761.28,1620771.51,893365.55,406855.51,4768095.21,5,4,4,2,2
IND16664,Suresh Singh,40,Gujarat,Surat,42092,06-04-2014,Sneha Iyer,Indian,System Administrator,High,Platinum,1082541.16,62612.23,1,31656.39,4542347.26,3942097.14,2652711.9,176727.91,93005.79,3346129.04,4,5,3,1,3
IND16665,Priya Das,25,Delhi,New Delhi,3504,05-05-2022,Sneha Mehta,Indian,Support Engineer,High,Gold,963198.4,184161.61,3,113397.86,2199478.68,4963683.29,2341680.19,2108815.43,89704.2,5889475.2,0,1,5,2,3
IND16666,Ramesh Sharma,40,Telangana,Warangal,9886,18-06-2019,Rahul Singh,Indian,Data Analyst,Mid,Jade,1166013.62,17724.27,4,37109.11,1905743.44,4730066.36,1763849.58,2317513.34,25417.33,1400776.3,5,2,1,1,3
IND16667,Sneha Kumar,50,Maharashtra,Mumbai,38999,02-04-2013,Nisha Mehta,Indian,System Administrator,High,Silver,1190675.36,281398.64,0,124402.9,3071731.83,7437355.91,383136.87,673083.29,443230.45,2558390.85,3,3,5,2,1
IND16668,Vikas Reddy,50,Karnataka,Mysuru,63515,08-11-2017,Asha Kumar,Indian,Support Engineer,Mid,Silver,624593.72,236492.66,0,23818.96,447725.85,3600941.96,2658642.47,2501525.24,165948.28,5861555.98,0,4,4,1,1
IND16669,Sneha Mehta,45,Gujarat,Vadodara,54288,26-05-2015,Suresh Gupta,Indian,Support Engineer,Low,Jade,347816.32,298879.09,3,7882.5,4184489.89,5648938.25,1812534.25,2109364.82,493652.79,4067979.99,1,5,3,2,5
IND16670,Rahul Kumar,45,Maharashtra,Nagpur,96750,06-02-2014,Pooja Singh,Indian,Bank Officer,Mid,Gold,860251.24,141653.18,3,82480.99,2847558.25,1051969.71,1719067.17,779814.89,3707.6,2512848.34,4,1,2,1,2
IND16671,Priya Verma,30,Tamil Nadu,Madurai,87230,09-04-2024,Ramesh Singh,Indian,Data Analyst,Low,Platinum,342719.17,247023.88,2,118467.1,3482372.87,5758557.9,1414723.19,2880614.63,25452.1,2828240.46,4,2,1,2,2
IND16672,Amit Das,40,Delhi,New Delhi,98545,17-05-2017,Ankit Das,Indian,IT Consultant,Low,Platinum,294174.06,234890.79,3,145717.38,3492457.21,3041189.86,1587968.75,3371433.31,235989.41,1000682.88,4,3,5,1,2
IND16673,Sneha Gupta,30,Gujarat,Ahmedabad,78135,04-12-2019,Suresh Sharma,Indian,Software Engineer,Mid,Jade,790453.39,158790.68,1,125062.31,3684741.32,7065649.8,2064095.54,3825877.64,196484.59,3133584.61,0,4,3,2,1
IND16674,Ankit Gupta,35,Telangana,Hyderabad,14389,05-07-2014,Sneha Kumar,Indian,Software Engineer,Low,Gold,905385.94,219008.26,4,,2523336.52,1691575.22,602182.95,1225525.96,199631.99,3543743.02,2,5,4,1,2
IND16675,Anjali Patel,45,Delhi,New Delhi,63882,29-08-2017,Nisha Verma,Indian,IT Consultant,High,Silver,1001013.98,215671.52,0,101129.03,1966757.56,6544083.41,2521551.07,3803513.11,285948.3,3078619.8,0,1,4,2,4
IND16676,Ramesh Sharma,25,Gujarat,Surat,57549,07-11-2018,Pooja Reddy,Indian,Accountant,Low,Silver,924696.09,231456.72,2,72623.22,2649350.61,4242073.35,2136839.73,2001750.52,467811.83,5779744.31,3,2,5,1,1
IND16677,Kavita Patel,50,West Bengal,Kolkata,34607,22-05-2007,Rohit Singh,Indian,IT Consultant,High,Platinum,556065.39,178010.75,2,7415.6,2083499.15,5559087.92,943934.46,1256273.5,176640.56,1753644.35,2,3,3,2,1
IND16678,Rahul Patel,40,Gujarat,Ahmedabad,79059,06-04-2015,Rahul Singh,Indian,Support Engineer,Mid,Platinum,666795.59,44700.64,3,70426.31,3879736.56,134919.14,988691.32,2759146.55,107265.94,2069693.86,5,4,3,1,2
IND16679,Priya Iyer,40,Gujarat,Vadodara,29628,13-05-2014,Priya Verma,Indian,Bank Officer,High,Gold,773054.3,73415.77,2,81743.57,4942194.5,1666846.67,1215239.16,87835.77,477046.2,668014.34,1,5,4,2,2
IND16680,Rohit Das,25,Maharashtra,Nagpur,89015,15-11-2024,Suresh Reddy,Indian,IT Consultant,Low,Jade,917680.72,32201.67,4,36584.55,594342.75,128026.85,2584422.29,1885045.81,293554.89,4273533.24,0,1,4,1,2
IND16681,Neha Kumar,22,Gujarat,Ahmedabad,16505,09-02-2017,Priya Gupta,Indian,,Low,Jade,1038243.47,85166.83,4,76683.79,2318620.02,2948604.13,436671.72,918296.51,355165.17,4387781.18,2,2,4,2,2
IND16682,Amit Patel,25,Maharashtra,Nagpur,43614,12-03-2010,Asha Gupta,Indian,Software Engineer,Low,Gold,740184.77,294319.53,0,112791.97,4355793.28,104079.21,2643975.35,805335.74,486147.33,626132.63,2,3,5,1,3
IND16683,Pooja Sharma,40,West Bengal,Kolkata,34679,13-09-2017,Kavita Iyer,Indian,Network Engineer,Mid,Jade,817882.72,273834.94,1,117493.72,858933.15,2838385.41,2382818.63,634299.42,97059.85,4627552.81,2,4,4,2,4
IND16684,Amit Mehta,40,Karnataka,Bengaluru,66120,22-03-2005,Kunal Reddy,Indian,Accountant,Mid,Silver,499783.74,16744.92,4,46630.5,4969451.1,2101664.78,1255699.97,2869581.44,67425.95,4652934.47,3,5,5,1,3
IND16685,Kavita Iyer,35,Maharashtra,Nagpur,15150,25-11-2007,Vikas Sharma,Indian,Business Analyst,Low,Platinum,263666.12,119603.64,4,,2746328.28,5242789.71,162862.72,3759540.94,365350.11,261909.9,3,1,2,2,4
IND16686,Suresh Das,50,Maharashtra,Pune,77843,17-09-2015,Sneha Singh,Indian,Support Engineer,Mid,Gold,387199.64,127537.56,3,85297.69,4226227.17,2711329.4,2718689.93,525030.96,12822.36,5989687.25,1,2,4,1,4
IND16687,Ritu Singh,35,Karnataka,Mysuru,24870,30-08-2024,Kunal Das,Indian,,Mid,Silver,1045843.06,132820.32,2,95854.53,4072957.23,3759466.59,874805.5,1138490.15,10949.38,,5,3,4,2,2
IND16688,Rohit Reddy,30,Delhi,New Delhi,18990,20-11-2023,Priya Sharma,Indian,IT Consultant,Low,Platinum,767402.2,27604.69,1,23235.65,492466.9,792574.45,704444.13,666761.42,455105.75,1948516.7,4,4,1,1,3
IND16689,Ritu Singh,22,Karnataka,Bengaluru,89415,19-07-2020,Vikas Patel,Indian,Data Analyst,High,Jade,1037541.33,131146.9,1,104152.99,682009.87,4689304.54,881102.68,1513105.46,382119.59,5612802.63,1,5,5,2,5
IND16690,Suresh Singh,40,Gujarat,Vadodara,16258,27-06-2024,Rahul Iyer,Indian,,Low,Silver,1066061.32,76875.36,4,82076.45,1592098.03,2573740.44,2377520.98,2968721.9,23898.71,4197503.9,4,1,5,1,5
IND16691,Nisha Kumar,22,Maharashtra,Mumbai,80626,31-10-2023,Suresh Gupta,Indian,System Administrator,Mid,Jade,614523.64,38281.74,3,16093.36,2868221.93,2519136.3,1331454.38,1259798.5,327447.05,3388380.81,4,2,1,2,5
